participant_ID,trial_number,target_cxn,prime_cxn,verb_overlap,rt
0YYXU70R,23,CM,CM,no,679
0YYXU70R,23,CM,CM,no,576
0YYXU70R,27,RES,RES,no,848
0YYXU70R,27,RES,RES,no,680
0YYXU70R,27,RES,RES,no,481
0YYXU70R,32,CM,CM,yes,1256
0YYXU70R,32,CM,CM,yes,704
0YYXU70R,32,CM,CM,yes,727
0YYXU70R,38,RES,RES,yes,795
0YYXU70R,38,RES,RES,yes,1025
0YYXU70R,38,RES,RES,yes,990
0YYXU70R,43,RES,RES,no,861
0YYXU70R,43,RES,RES,no,848
0YYXU70R,43,RES,RES,no,799
0YYXU70R,48,RES,CM,yes,736
0YYXU70R,48,RES,CM,yes,816
0YYXU70R,48,RES,CM,yes,656
0YYXU70R,53,RES,CM,no,584
0YYXU70R,53,RES,CM,no,784
0YYXU70R,53,RES,CM,no,567
0YYXU70R,68,CM,CM,yes,776
0YYXU70R,68,CM,CM,yes,553
0YYXU70R,68,CM,CM,yes,464
0YYXU70R,74,CM,RES,yes,793
0YYXU70R,74,CM,RES,yes,832
0YYXU70R,74,CM,RES,yes,1056
0YYXU70R,89,CM,RES,no,744
0YYXU70R,89,CM,RES,no,608
0YYXU70R,89,CM,RES,no,448
0YYXU70R,95,RES,CM,no,1737
0YYXU70R,95,RES,CM,no,1088
0YYXU70R,95,RES,CM,no,824
0YYXU70R,101,CM,RES,yes,563
0YYXU70R,101,CM,RES,yes,681
0YYXU70R,101,CM,RES,yes,607
0YYXU70R,106,CM,CM,yes,649
0YYXU70R,106,CM,CM,yes,808
0YYXU70R,106,CM,CM,yes,864
0YYXU70R,116,RES,RES,no,599
0YYXU70R,116,RES,RES,no,806
0YYXU70R,116,RES,RES,no,697
0YYXU70R,121,RES,CM,yes,736
0YYXU70R,121,RES,CM,yes,608
0YYXU70R,121,RES,CM,yes,504
0YYXU70R,130,CM,RES,yes,776
0YYXU70R,130,CM,RES,yes,696
0YYXU70R,130,CM,RES,yes,744
0YYXU70R,140,CM,CM,no,663
0YYXU70R,140,CM,CM,no,1095
0YYXU70R,140,CM,CM,no,745
0YYXU70R,145,CM,RES,no,688
0YYXU70R,145,CM,RES,no,808
0YYXU70R,145,CM,RES,no,456
0YYXU70R,154,RES,RES,yes,808
0YYXU70R,154,RES,RES,yes,624
0YYXU70R,154,RES,RES,yes,424
8FMQ5W4X,4,CM,RES,yes,720
8FMQ5W4X,4,CM,RES,yes,888
8FMQ5W4X,4,CM,RES,yes,840
8FMQ5W4X,9,RES,CM,yes,1160
8FMQ5W4X,9,RES,CM,yes,1245
8FMQ5W4X,9,RES,CM,yes,1072
8FMQ5W4X,14,RES,CM,no,832
8FMQ5W4X,14,RES,CM,no,1274
8FMQ5W4X,14,RES,CM,no,1078
8FMQ5W4X,18,CM,RES,no,1080
8FMQ5W4X,18,CM,RES,no,752
8FMQ5W4X,18,CM,RES,no,1080
8FMQ5W4X,23,CM,CM,no,1976
8FMQ5W4X,23,CM,CM,no,848
8FMQ5W4X,23,CM,CM,no,1688
8FMQ5W4X,27,RES,RES,no,936
8FMQ5W4X,27,RES,RES,no,1232
8FMQ5W4X,27,RES,RES,no,1400
8FMQ5W4X,32,CM,CM,yes,664
8FMQ5W4X,32,CM,CM,yes,1493
8FMQ5W4X,32,CM,CM,yes,1096
8FMQ5W4X,38,RES,RES,yes,784
8FMQ5W4X,38,RES,RES,yes,672
8FMQ5W4X,43,RES,RES,no,681
8FMQ5W4X,43,RES,RES,no,495
8FMQ5W4X,43,RES,RES,no,929
8FMQ5W4X,48,RES,CM,yes,1504
8FMQ5W4X,48,RES,CM,yes,1984
8FMQ5W4X,48,RES,CM,yes,680
8FMQ5W4X,53,RES,CM,no,763
8FMQ5W4X,53,RES,CM,no,775
8FMQ5W4X,53,RES,CM,no,784
8FMQ5W4X,64,CM,RES,no,1360
8FMQ5W4X,64,CM,RES,no,1632
8FMQ5W4X,64,CM,RES,no,944
8FMQ5W4X,68,CM,CM,yes,1040
8FMQ5W4X,68,CM,CM,yes,2173
8FMQ5W4X,68,CM,CM,yes,608
8FMQ5W4X,74,CM,RES,yes,552
8FMQ5W4X,74,CM,RES,yes,1144
8FMQ5W4X,74,CM,RES,yes,728
8FMQ5W4X,79,CM,CM,no,1640
8FMQ5W4X,79,CM,CM,no,1031
8FMQ5W4X,79,CM,CM,no,688
8FMQ5W4X,85,CM,CM,no,1273
8FMQ5W4X,85,CM,CM,no,664
8FMQ5W4X,85,CM,CM,no,561
8FMQ5W4X,89,CM,RES,no,1065
8FMQ5W4X,89,CM,RES,no,1015
8FMQ5W4X,89,CM,RES,no,864
8FMQ5W4X,101,CM,RES,yes,756
8FMQ5W4X,101,CM,RES,yes,2008
8FMQ5W4X,101,CM,RES,yes,673
8FMQ5W4X,106,CM,CM,yes,792
8FMQ5W4X,106,CM,CM,yes,1323
8FMQ5W4X,106,CM,CM,yes,2125
8FMQ5W4X,116,RES,RES,no,841
8FMQ5W4X,116,RES,RES,no,896
8FMQ5W4X,116,RES,RES,no,744
8FMQ5W4X,121,RES,CM,yes,840
8FMQ5W4X,121,RES,CM,yes,856
8FMQ5W4X,121,RES,CM,yes,736
8FMQ5W4X,126,RES,CM,yes,728
8FMQ5W4X,126,RES,CM,yes,720
8FMQ5W4X,126,RES,CM,yes,1296
8FMQ5W4X,130,CM,RES,yes,872
8FMQ5W4X,130,CM,RES,yes,1128
8FMQ5W4X,130,CM,RES,yes,1087
8FMQ5W4X,136,RES,RES,no,1513
8FMQ5W4X,136,RES,RES,no,737
8FMQ5W4X,136,RES,RES,no,856
8FMQ5W4X,140,CM,CM,no,496
8FMQ5W4X,140,CM,CM,no,1336
8FMQ5W4X,140,CM,CM,no,560
8FMQ5W4X,145,CM,RES,no,1060
8FMQ5W4X,145,CM,RES,no,1296
8FMQ5W4X,145,CM,RES,no,1856
8FMQ5W4X,150,CM,CM,yes,765
8FMQ5W4X,150,CM,CM,yes,744
8FMQ5W4X,150,CM,CM,yes,840
8FMQ5W4X,154,RES,RES,yes,1400
8FMQ5W4X,154,RES,RES,yes,808
8FMQ5W4X,154,RES,RES,yes,937
8FMQ5W4X,160,RES,CM,no,688
8FMQ5W4X,160,RES,CM,no,1824
8FMQ5W4X,160,RES,CM,no,752
O60IJMO6,4,CM,RES,yes,888
O60IJMO6,4,CM,RES,yes,792
O60IJMO6,4,CM,RES,yes,753
O60IJMO6,9,RES,CM,yes,1056
O60IJMO6,9,RES,CM,yes,1001
O60IJMO6,9,RES,CM,yes,879
O60IJMO6,18,CM,RES,no,953
O60IJMO6,18,CM,RES,no,632
O60IJMO6,18,CM,RES,no,808
O60IJMO6,23,CM,CM,no,840
O60IJMO6,23,CM,CM,no,864
O60IJMO6,23,CM,CM,no,456
O60IJMO6,27,RES,RES,no,856
O60IJMO6,27,RES,RES,no,759
O60IJMO6,27,RES,RES,no,704
O60IJMO6,32,CM,CM,yes,648
O60IJMO6,32,CM,CM,yes,976
O60IJMO6,32,CM,CM,yes,632
O60IJMO6,38,RES,RES,yes,840
O60IJMO6,38,RES,RES,yes,711
O60IJMO6,38,RES,RES,yes,824
O60IJMO6,43,RES,RES,no,680
O60IJMO6,43,RES,RES,no,472
O60IJMO6,43,RES,RES,no,688
O60IJMO6,48,RES,CM,yes,904
O60IJMO6,48,RES,CM,yes,743
O60IJMO6,48,RES,CM,yes,624
O60IJMO6,53,RES,CM,no,928
O60IJMO6,53,RES,CM,no,688
O60IJMO6,53,RES,CM,no,568
O60IJMO6,64,CM,RES,no,576
O60IJMO6,64,CM,RES,no,680
O60IJMO6,64,CM,RES,no,784
O60IJMO6,68,CM,CM,yes,480
O60IJMO6,68,CM,CM,yes,576
O60IJMO6,68,CM,CM,yes,712
O60IJMO6,74,CM,RES,yes,640
O60IJMO6,74,CM,RES,yes,513
O60IJMO6,74,CM,RES,yes,543
O60IJMO6,79,CM,CM,no,696
O60IJMO6,79,CM,CM,no,912
O60IJMO6,79,CM,CM,no,432
O60IJMO6,85,CM,CM,no,736
O60IJMO6,85,CM,CM,no,1288
O60IJMO6,85,CM,CM,no,704
O60IJMO6,89,CM,RES,no,1248
O60IJMO6,89,CM,RES,no,648
O60IJMO6,89,CM,RES,no,592
O60IJMO6,95,RES,CM,no,744
O60IJMO6,95,RES,CM,no,1256
O60IJMO6,95,RES,CM,no,777
O60IJMO6,106,CM,CM,yes,632
O60IJMO6,106,CM,CM,yes,712
O60IJMO6,106,CM,CM,yes,704
O60IJMO6,111,RES,RES,yes,665
O60IJMO6,111,RES,RES,yes,688
O60IJMO6,111,RES,RES,yes,705
O60IJMO6,116,RES,RES,no,743
O60IJMO6,116,RES,RES,no,904
O60IJMO6,116,RES,RES,no,600
O60IJMO6,121,RES,CM,yes,663
O60IJMO6,121,RES,CM,yes,816
O60IJMO6,121,RES,CM,yes,560
O60IJMO6,126,RES,CM,yes,809
O60IJMO6,126,RES,CM,yes,712
O60IJMO6,126,RES,CM,yes,1536
O60IJMO6,130,CM,RES,yes,664
O60IJMO6,130,CM,RES,yes,680
O60IJMO6,130,CM,RES,yes,536
O60IJMO6,136,RES,RES,no,656
O60IJMO6,136,RES,RES,no,1271
O60IJMO6,136,RES,RES,no,617
O60IJMO6,145,CM,RES,no,992
O60IJMO6,145,CM,RES,no,856
O60IJMO6,145,CM,RES,no,464
O60IJMO6,150,CM,CM,yes,712
O60IJMO6,150,CM,CM,yes,1088
O60IJMO6,150,CM,CM,yes,712
O60IJMO6,154,RES,RES,yes,848
O60IJMO6,154,RES,RES,yes,802
O60IJMO6,154,RES,RES,yes,576
O60IJMO6,160,RES,CM,no,801
O60IJMO6,160,RES,CM,no,688
O60IJMO6,160,RES,CM,no,760
V1B6X9TQ,4,CM,RES,yes,664
V1B6X9TQ,4,CM,RES,yes,741
V1B6X9TQ,4,CM,RES,yes,693
V1B6X9TQ,9,RES,CM,yes,746
V1B6X9TQ,9,RES,CM,yes,1744
V1B6X9TQ,9,RES,CM,yes,812
V1B6X9TQ,14,RES,CM,no,942
V1B6X9TQ,14,RES,CM,no,744
V1B6X9TQ,14,RES,CM,no,969
V1B6X9TQ,18,CM,RES,no,762
V1B6X9TQ,18,CM,RES,no,627
V1B6X9TQ,18,CM,RES,no,935
V1B6X9TQ,23,CM,CM,no,1340
V1B6X9TQ,23,CM,CM,no,844
V1B6X9TQ,23,CM,CM,no,678
V1B6X9TQ,27,RES,RES,no,927
V1B6X9TQ,27,RES,RES,no,837
V1B6X9TQ,27,RES,RES,no,698
V1B6X9TQ,32,CM,CM,yes,704
V1B6X9TQ,32,CM,CM,yes,894
V1B6X9TQ,32,CM,CM,yes,677
V1B6X9TQ,38,RES,RES,yes,597
V1B6X9TQ,38,RES,RES,yes,896
V1B6X9TQ,38,RES,RES,yes,654
V1B6X9TQ,43,RES,RES,no,916
V1B6X9TQ,43,RES,RES,no,742
V1B6X9TQ,43,RES,RES,no,543
V1B6X9TQ,48,RES,CM,yes,725
V1B6X9TQ,48,RES,CM,yes,673
V1B6X9TQ,48,RES,CM,yes,837
V1B6X9TQ,53,RES,CM,no,693
V1B6X9TQ,53,RES,CM,no,597
V1B6X9TQ,53,RES,CM,no,729
V1B6X9TQ,64,CM,RES,no,731
V1B6X9TQ,64,CM,RES,no,606
V1B6X9TQ,64,CM,RES,no,620
V1B6X9TQ,68,CM,CM,yes,654
V1B6X9TQ,68,CM,CM,yes,874
V1B6X9TQ,68,CM,CM,yes,601
V1B6X9TQ,74,CM,RES,yes,696
V1B6X9TQ,74,CM,RES,yes,783
V1B6X9TQ,74,CM,RES,yes,733
V1B6X9TQ,79,CM,CM,no,902
V1B6X9TQ,79,CM,CM,no,731
V1B6X9TQ,79,CM,CM,no,750
V1B6X9TQ,85,CM,CM,no,797
V1B6X9TQ,85,CM,CM,no,1333
V1B6X9TQ,85,CM,CM,no,680
V1B6X9TQ,89,CM,RES,no,752
V1B6X9TQ,89,CM,RES,no,722
V1B6X9TQ,89,CM,RES,no,770
V1B6X9TQ,95,RES,CM,no,735
V1B6X9TQ,95,RES,CM,no,969
V1B6X9TQ,95,RES,CM,no,673
V1B6X9TQ,101,CM,RES,yes,1048
V1B6X9TQ,101,CM,RES,yes,849
V1B6X9TQ,101,CM,RES,yes,828
V1B6X9TQ,106,CM,CM,yes,688
V1B6X9TQ,106,CM,CM,yes,735
V1B6X9TQ,106,CM,CM,yes,629
V1B6X9TQ,111,RES,RES,yes,1229
V1B6X9TQ,111,RES,RES,yes,815
V1B6X9TQ,111,RES,RES,yes,890
V1B6X9TQ,116,RES,RES,no,733
V1B6X9TQ,116,RES,RES,no,753
V1B6X9TQ,116,RES,RES,no,715
V1B6X9TQ,121,RES,CM,yes,806
V1B6X9TQ,121,RES,CM,yes,753
V1B6X9TQ,121,RES,CM,yes,686
V1B6X9TQ,126,RES,CM,yes,532
V1B6X9TQ,126,RES,CM,yes,940
V1B6X9TQ,126,RES,CM,yes,939
V1B6X9TQ,130,CM,RES,yes,671
V1B6X9TQ,130,CM,RES,yes,955
V1B6X9TQ,130,CM,RES,yes,779
V1B6X9TQ,136,RES,RES,no,943
V1B6X9TQ,136,RES,RES,no,708
V1B6X9TQ,136,RES,RES,no,773
V1B6X9TQ,140,CM,CM,no,657
V1B6X9TQ,140,CM,CM,no,538
V1B6X9TQ,140,CM,CM,no,515
V1B6X9TQ,150,CM,CM,yes,680
V1B6X9TQ,150,CM,CM,yes,746
V1B6X9TQ,150,CM,CM,yes,964
V1B6X9TQ,154,RES,RES,yes,700
V1B6X9TQ,154,RES,RES,yes,927
V1B6X9TQ,154,RES,RES,yes,745
V1B6X9TQ,160,RES,CM,no,899
V1B6X9TQ,160,RES,CM,no,684
V1B6X9TQ,160,RES,CM,no,815
BHXL524P,4,CM,RES,yes,745
BHXL524P,4,CM,RES,yes,817
BHXL524P,4,CM,RES,yes,639
BHXL524P,9,RES,CM,yes,929
BHXL524P,9,RES,CM,yes,839
BHXL524P,9,RES,CM,yes,1088
BHXL524P,14,RES,CM,no,754
BHXL524P,14,RES,CM,no,717
BHXL524P,14,RES,CM,no,1147
BHXL524P,23,CM,CM,no,787
BHXL524P,23,CM,CM,no,875
BHXL524P,23,CM,CM,no,1569
BHXL524P,27,RES,RES,no,1099
BHXL524P,27,RES,RES,no,733
BHXL524P,27,RES,RES,no,557
BHXL524P,32,CM,CM,yes,840
BHXL524P,32,CM,CM,yes,704
BHXL524P,32,CM,CM,yes,518
BHXL524P,38,RES,RES,yes,809
BHXL524P,38,RES,RES,yes,1013
BHXL524P,38,RES,RES,yes,702
BHXL524P,43,RES,RES,no,924
BHXL524P,43,RES,RES,no,599
BHXL524P,43,RES,RES,no,731
BHXL524P,48,RES,CM,yes,750
BHXL524P,48,RES,CM,yes,1009
BHXL524P,48,RES,CM,yes,558
BHXL524P,53,RES,CM,no,1116
BHXL524P,53,RES,CM,no,724
BHXL524P,53,RES,CM,no,612
BHXL524P,64,CM,RES,no,697
BHXL524P,64,CM,RES,no,846
BHXL524P,64,CM,RES,no,692
BHXL524P,68,CM,CM,yes,729
BHXL524P,68,CM,CM,yes,757
BHXL524P,68,CM,CM,yes,849
BHXL524P,74,CM,RES,yes,1039
BHXL524P,74,CM,RES,yes,1099
BHXL524P,74,CM,RES,yes,863
BHXL524P,79,CM,CM,no,737
BHXL524P,79,CM,CM,no,876
BHXL524P,79,CM,CM,no,598
BHXL524P,85,CM,CM,no,793
BHXL524P,85,CM,CM,no,1124
BHXL524P,85,CM,CM,no,749
BHXL524P,89,CM,RES,no,775
BHXL524P,89,CM,RES,no,564
BHXL524P,89,CM,RES,no,965
BHXL524P,95,RES,CM,no,622
BHXL524P,95,RES,CM,no,871
BHXL524P,95,RES,CM,no,629
BHXL524P,101,CM,RES,yes,634
BHXL524P,101,CM,RES,yes,713
BHXL524P,101,CM,RES,yes,665
BHXL524P,106,CM,CM,yes,1038
BHXL524P,106,CM,CM,yes,691
BHXL524P,106,CM,CM,yes,672
BHXL524P,111,RES,RES,yes,715
BHXL524P,111,RES,RES,yes,675
BHXL524P,111,RES,RES,yes,740
BHXL524P,116,RES,RES,no,842
BHXL524P,116,RES,RES,no,865
BHXL524P,116,RES,RES,no,820
BHXL524P,121,RES,CM,yes,1465
BHXL524P,121,RES,CM,yes,691
BHXL524P,121,RES,CM,yes,960
BHXL524P,126,RES,CM,yes,840
BHXL524P,126,RES,CM,yes,686
BHXL524P,126,RES,CM,yes,612
BHXL524P,130,CM,RES,yes,712
BHXL524P,130,CM,RES,yes,1300
BHXL524P,130,CM,RES,yes,755
BHXL524P,136,RES,RES,no,919
BHXL524P,136,RES,RES,no,915
BHXL524P,136,RES,RES,no,585
BHXL524P,140,CM,CM,no,745
BHXL524P,140,CM,CM,no,706
BHXL524P,140,CM,CM,no,595
BHXL524P,145,CM,RES,no,948
BHXL524P,145,CM,RES,no,643
BHXL524P,145,CM,RES,no,771
BHXL524P,150,CM,CM,yes,1100
BHXL524P,150,CM,CM,yes,908
BHXL524P,150,CM,CM,yes,752
BHXL524P,154,RES,RES,yes,756
BHXL524P,154,RES,RES,yes,665
BHXL524P,154,RES,RES,yes,550
BYR40O27,4,CM,RES,yes,1016
BYR40O27,4,CM,RES,yes,912
BYR40O27,4,CM,RES,yes,720
BYR40O27,9,RES,CM,yes,1221
BYR40O27,9,RES,CM,yes,2401
BYR40O27,9,RES,CM,yes,1063
BYR40O27,14,RES,CM,no,1415
BYR40O27,14,RES,CM,no,803
BYR40O27,14,RES,CM,no,1634
BYR40O27,18,CM,RES,no,957
BYR40O27,18,CM,RES,no,1172
BYR40O27,18,CM,RES,no,1035
BYR40O27,23,CM,CM,no,763
BYR40O27,23,CM,CM,no,781
BYR40O27,23,CM,CM,no,631
BYR40O27,27,RES,RES,no,834
BYR40O27,27,RES,RES,no,712
BYR40O27,27,RES,RES,no,1153
BYR40O27,32,CM,CM,yes,1102
BYR40O27,32,CM,CM,yes,1117
BYR40O27,32,CM,CM,yes,691
BYR40O27,38,RES,RES,yes,646
BYR40O27,38,RES,RES,yes,1086
BYR40O27,43,RES,RES,no,792
BYR40O27,43,RES,RES,no,742
BYR40O27,43,RES,RES,no,644
BYR40O27,48,RES,CM,yes,2552
BYR40O27,48,RES,CM,yes,1475
BYR40O27,48,RES,CM,yes,529
BYR40O27,53,RES,CM,no,1320
BYR40O27,53,RES,CM,no,1258
BYR40O27,53,RES,CM,no,704
BYR40O27,64,CM,RES,no,1130
BYR40O27,64,CM,RES,no,960
BYR40O27,64,CM,RES,no,1190
BYR40O27,68,CM,CM,yes,1000
BYR40O27,68,CM,CM,yes,1150
BYR40O27,68,CM,CM,yes,669
BYR40O27,74,CM,RES,yes,2228
BYR40O27,74,CM,RES,yes,1105
BYR40O27,74,CM,RES,yes,698
BYR40O27,79,CM,CM,no,1097
BYR40O27,79,CM,CM,no,927
BYR40O27,79,CM,CM,no,704
BYR40O27,85,CM,CM,no,918
BYR40O27,85,CM,CM,no,1634
BYR40O27,85,CM,CM,no,631
BYR40O27,89,CM,RES,no,966
BYR40O27,89,CM,RES,no,761
BYR40O27,89,CM,RES,no,721
BYR40O27,95,RES,CM,no,1086
BYR40O27,95,RES,CM,no,2325
BYR40O27,95,RES,CM,no,1051
BYR40O27,101,CM,RES,yes,1520
BYR40O27,101,CM,RES,yes,1267
BYR40O27,101,CM,RES,yes,717
BYR40O27,106,CM,CM,yes,1077
BYR40O27,106,CM,CM,yes,709
BYR40O27,106,CM,CM,yes,744
BYR40O27,111,RES,RES,yes,1101
BYR40O27,111,RES,RES,yes,599
BYR40O27,111,RES,RES,yes,877
BYR40O27,116,RES,RES,no,1233
BYR40O27,116,RES,RES,no,932
BYR40O27,116,RES,RES,no,496
BYR40O27,121,RES,CM,yes,1024
BYR40O27,121,RES,CM,yes,1636
BYR40O27,121,RES,CM,yes,742
BYR40O27,136,RES,RES,no,822
BYR40O27,136,RES,RES,no,740
BYR40O27,136,RES,RES,no,1391
BYR40O27,140,CM,CM,no,858
BYR40O27,140,CM,CM,no,2091
BYR40O27,140,CM,CM,no,621
BYR40O27,145,CM,RES,no,1232
BYR40O27,145,CM,RES,no,1448
BYR40O27,145,CM,RES,no,1086
BYR40O27,154,RES,RES,yes,767
BYR40O27,154,RES,RES,yes,731
BYR40O27,154,RES,RES,yes,853
BYR40O27,160,RES,CM,no,757
BYR40O27,160,RES,CM,no,981
BYR40O27,160,RES,CM,no,1169
IJSZ2DZK,4,CM,RES,yes,808
IJSZ2DZK,4,CM,RES,yes,872
IJSZ2DZK,4,CM,RES,yes,920
IJSZ2DZK,9,RES,CM,yes,777
IJSZ2DZK,9,RES,CM,yes,1609
IJSZ2DZK,9,RES,CM,yes,1207
IJSZ2DZK,18,CM,RES,no,1168
IJSZ2DZK,18,CM,RES,no,1008
IJSZ2DZK,18,CM,RES,no,663
IJSZ2DZK,23,CM,CM,no,978
IJSZ2DZK,23,CM,CM,no,1448
IJSZ2DZK,23,CM,CM,no,1608
IJSZ2DZK,27,RES,RES,no,1103
IJSZ2DZK,27,RES,RES,no,753
IJSZ2DZK,27,RES,RES,no,679
IJSZ2DZK,32,CM,CM,yes,1305
IJSZ2DZK,32,CM,CM,yes,872
IJSZ2DZK,32,CM,CM,yes,704
IJSZ2DZK,38,RES,RES,yes,792
IJSZ2DZK,38,RES,RES,yes,696
IJSZ2DZK,38,RES,RES,yes,656
IJSZ2DZK,43,RES,RES,no,752
IJSZ2DZK,43,RES,RES,no,648
IJSZ2DZK,43,RES,RES,no,712
IJSZ2DZK,48,RES,CM,yes,784
IJSZ2DZK,48,RES,CM,yes,1153
IJSZ2DZK,48,RES,CM,yes,535
IJSZ2DZK,53,RES,CM,no,920
IJSZ2DZK,53,RES,CM,no,1064
IJSZ2DZK,53,RES,CM,no,744
IJSZ2DZK,64,CM,RES,no,1071
IJSZ2DZK,64,CM,RES,no,1096
IJSZ2DZK,64,CM,RES,no,1016
IJSZ2DZK,68,CM,CM,yes,946
IJSZ2DZK,68,CM,CM,yes,646
IJSZ2DZK,68,CM,CM,yes,768
IJSZ2DZK,74,CM,RES,yes,768
IJSZ2DZK,74,CM,RES,yes,1648
IJSZ2DZK,74,CM,RES,yes,696
IJSZ2DZK,79,CM,CM,no,777
IJSZ2DZK,79,CM,CM,no,680
IJSZ2DZK,79,CM,CM,no,832
IJSZ2DZK,95,RES,CM,no,807
IJSZ2DZK,95,RES,CM,no,1360
IJSZ2DZK,95,RES,CM,no,880
IJSZ2DZK,101,CM,RES,yes,672
IJSZ2DZK,101,CM,RES,yes,1000
IJSZ2DZK,101,CM,RES,yes,864
IJSZ2DZK,106,CM,CM,yes,800
IJSZ2DZK,106,CM,CM,yes,1080
IJSZ2DZK,106,CM,CM,yes,912
IJSZ2DZK,111,RES,RES,yes,1056
IJSZ2DZK,111,RES,RES,yes,712
IJSZ2DZK,111,RES,RES,yes,1312
IJSZ2DZK,116,RES,RES,no,864
IJSZ2DZK,116,RES,RES,no,1120
IJSZ2DZK,116,RES,RES,no,840
IJSZ2DZK,121,RES,CM,yes,1008
IJSZ2DZK,121,RES,CM,yes,1128
IJSZ2DZK,121,RES,CM,yes,944
IJSZ2DZK,126,RES,CM,yes,808
IJSZ2DZK,126,RES,CM,yes,1400
IJSZ2DZK,126,RES,CM,yes,880
IJSZ2DZK,136,RES,RES,no,952
IJSZ2DZK,136,RES,RES,no,808
IJSZ2DZK,136,RES,RES,no,929
IJSZ2DZK,140,CM,CM,no,688
IJSZ2DZK,140,CM,CM,no,712
IJSZ2DZK,140,CM,CM,no,528
IJSZ2DZK,145,CM,RES,no,864
IJSZ2DZK,145,CM,RES,no,1440
IJSZ2DZK,145,CM,RES,no,527
IJSZ2DZK,150,CM,CM,yes,792
IJSZ2DZK,150,CM,CM,yes,920
IJSZ2DZK,150,CM,CM,yes,1391
IJSZ2DZK,154,RES,RES,yes,1048
IJSZ2DZK,154,RES,RES,yes,1712
IJSZ2DZK,154,RES,RES,yes,705
IJSZ2DZK,160,RES,CM,no,832
IJSZ2DZK,160,RES,CM,no,849
IJSZ2DZK,160,RES,CM,no,1024
5ODPIJTL,4,CM,RES,yes,796
5ODPIJTL,4,CM,RES,yes,829
5ODPIJTL,4,CM,RES,yes,1048
5ODPIJTL,14,RES,CM,no,780
5ODPIJTL,14,RES,CM,no,543
5ODPIJTL,14,RES,CM,no,1095
5ODPIJTL,18,CM,RES,no,1093
5ODPIJTL,18,CM,RES,no,854
5ODPIJTL,18,CM,RES,no,699
5ODPIJTL,27,RES,RES,no,589
5ODPIJTL,27,RES,RES,no,759
5ODPIJTL,27,RES,RES,no,847
5ODPIJTL,48,RES,CM,yes,829
5ODPIJTL,48,RES,CM,yes,753
5ODPIJTL,48,RES,CM,yes,753
5ODPIJTL,53,RES,CM,no,945
5ODPIJTL,53,RES,CM,no,522
5ODPIJTL,53,RES,CM,no,571
5ODPIJTL,64,CM,RES,no,663
5ODPIJTL,64,CM,RES,no,817
5ODPIJTL,64,CM,RES,no,645
5ODPIJTL,74,CM,RES,yes,969
5ODPIJTL,74,CM,RES,yes,546
5ODPIJTL,74,CM,RES,yes,902
5ODPIJTL,79,CM,CM,no,563
5ODPIJTL,79,CM,CM,no,817
5ODPIJTL,79,CM,CM,no,809
5ODPIJTL,95,RES,CM,no,1660
5ODPIJTL,95,RES,CM,no,811
5ODPIJTL,95,RES,CM,no,1147
5ODPIJTL,101,CM,RES,yes,1238
5ODPIJTL,101,CM,RES,yes,1152
5ODPIJTL,101,CM,RES,yes,914
5ODPIJTL,106,CM,CM,yes,850
5ODPIJTL,106,CM,CM,yes,1411
5ODPIJTL,106,CM,CM,yes,485
5ODPIJTL,116,RES,RES,no,1375
5ODPIJTL,116,RES,RES,no,975
5ODPIJTL,116,RES,RES,no,551
5ODPIJTL,121,RES,CM,yes,727
5ODPIJTL,121,RES,CM,yes,1459
5ODPIJTL,121,RES,CM,yes,476
5ODPIJTL,154,RES,RES,yes,604
5ODPIJTL,154,RES,RES,yes,558
5ODPIJTL,154,RES,RES,yes,500
5ODPIJTL,160,RES,CM,no,1402
5ODPIJTL,160,RES,CM,no,2134
5ODPIJTL,160,RES,CM,no,690
Q8O3G56A,4,CM,RES,yes,1545
Q8O3G56A,4,CM,RES,yes,752
Q8O3G56A,4,CM,RES,yes,1432
Q8O3G56A,9,RES,CM,yes,1112
Q8O3G56A,9,RES,CM,yes,1144
Q8O3G56A,9,RES,CM,yes,1384
Q8O3G56A,14,RES,CM,no,1376
Q8O3G56A,14,RES,CM,no,1176
Q8O3G56A,18,CM,RES,no,968
Q8O3G56A,18,CM,RES,no,2040
Q8O3G56A,18,CM,RES,no,1312
Q8O3G56A,27,RES,RES,no,1241
Q8O3G56A,27,RES,RES,no,2881
Q8O3G56A,27,RES,RES,no,839
Q8O3G56A,32,CM,CM,yes,655
Q8O3G56A,32,CM,CM,yes,1087
Q8O3G56A,32,CM,CM,yes,864
Q8O3G56A,38,RES,RES,yes,1344
Q8O3G56A,38,RES,RES,yes,808
Q8O3G56A,38,RES,RES,yes,912
Q8O3G56A,43,RES,RES,no,1024
Q8O3G56A,43,RES,RES,no,584
Q8O3G56A,43,RES,RES,no,881
Q8O3G56A,48,RES,CM,yes,888
Q8O3G56A,48,RES,CM,yes,920
Q8O3G56A,48,RES,CM,yes,568
Q8O3G56A,53,RES,CM,no,728
Q8O3G56A,53,RES,CM,no,761
Q8O3G56A,53,RES,CM,no,888
Q8O3G56A,64,CM,RES,no,736
Q8O3G56A,64,CM,RES,no,880
Q8O3G56A,64,CM,RES,no,752
Q8O3G56A,68,CM,CM,yes,799
Q8O3G56A,68,CM,CM,yes,616
Q8O3G56A,68,CM,CM,yes,495
Q8O3G56A,74,CM,RES,yes,688
Q8O3G56A,74,CM,RES,yes,1224
